1.000000000000000000e+00,2.828149795532226562e+00,6.421565246582031250e+01,1.322419404983520508e+00
1.000000000000000000e+00,3.395498275756835938e+00,5.551462554931640625e+01,5.342600345611572266e-01
1.000000000000000000e+00,4.120622634887695312e+00,6.172021484375000000e+01,1.471596837043762207e+00
1.000000000000000000e+00,2.156256198883056641e+00,6.465566253662109375e+01,1.474585056304931641e+00
1.000000000000000000e+00,3.789939403533935547e+00,5.807849884033203125e+01,1.122198700904846191e+00
1.000000000000000000e+00,2.507426261901855469e+00,5.519408798217773438e+01,1.176419138908386230e+00
1.000000000000000000e+00,3.776731014251708984e+00,5.658191680908203125e+01,7.784669399261474609e-01
1.000000000000000000e+00,1.874402999877929688e+00,6.299588012695312500e+01,1.069321393966674805e+00
1.000000000000000000e+00,2.924537897109985352e+00,5.916501998901367188e+01,4.941854476928710938e-01
1.000000000000000000e+00,4.033453464508056641e+00,6.454383850097656250e+01,9.039829969406127930e-01
1.000000000000000000e+00,3.300431013107299805e+00,5.693992996215820312e+01,9.430540204048156738e-01
1.000000000000000000e+00,2.243723869323730469e+00,5.615435791015625000e+01,4.895169138908386230e-01
1.000000000000000000e+00,3.860547780990600586e+00,5.091758346557617188e+01,5.707478523254394531e-01
1.000000000000000000e+00,2.521627664566040039e+00,5.460460662841796875e+01,7.264872789382934570e-01
1.000000000000000000e+00,4.155669689178466797e+00,5.085012435913085938e+01,2.064745128154754639e-01
1.000000000000000000e+00,2.765296936035156250e+00,5.623654174804687500e+01,1.673305392265319824e+00
1.000000000000000000e+00,1.946458816528320312e+00,5.489872741699218750e+01,1.296805977821350098e+00
1.000000000000000000e+00,3.955458164215087891e+00,5.359885406494140625e+01,1.189118862152099609e+00
1.000000000000000000e+00,2.149867296218872070e+00,6.445314025878906250e+01,4.852998852729797363e-01
1.000000000000000000e+00,3.369864463806152344e+00,6.082898330688476562e+01,2.850554287433624268e-01
1.000000000000000000e+00,3.977613449096679688e+00,5.485736846923828125e+01,8.283392786979675293e-01
1.000000000000000000e+00,2.736078262329101562e+00,5.177857589721679688e+01,8.844505548477172852e-01
1.000000000000000000e+00,3.688015460968017578e+00,5.613974761962890625e+01,1.118318319320678711e+00
1.000000000000000000e+00,3.602902889251708984e+00,5.100629425048828125e+01,1.317682504653930664e+00
1.000000000000000000e+00,3.361133098602294922e+00,6.140520858764648438e+01,5.622172951698303223e-01
1.000000000000000000e+00,4.180007934570312500e+00,4.837577819824218750e+01,1.436603307723999023e+00
1.000000000000000000e+00,2.168648719787597656e+00,5.882759475708007812e+01,3.694539070129394531e-01
1.000000000000000000e+00,2.809592723846435547e+00,6.266139221191406250e+01,5.230814814567565918e-01
1.000000000000000000e+00,3.555275440216064453e+00,5.460019302368164062e+01,5.857726931571960449e-01
1.000000000000000000e+00,3.077409744262695312e+00,5.628391265869140625e+01,9.729709625244140625e-01
1.000000000000000000e+00,3.929528713226318359e+00,4.844810867309570312e+01,5.305278301239013672e-01
1.000000000000000000e+00,2.587599039077758789e+00,5.898024368286132812e+01,5.984407663345336914e-01
1.000000000000000000e+00,4.061372756958007812e+00,5.492344284057617188e+01,1.584052085876464844e+00
1.000000000000000000e+00,3.670064210891723633e+00,4.896198272705078125e+01,1.439419984817504883e+00
1.000000000000000000e+00,3.606576919555664062e+00,5.343750381469726562e+01,9.058048725128173828e-01
1.000000000000000000e+00,3.234476089477539062e+00,6.700476837158203125e+01,9.259648919105529785e-01
1.000000000000000000e+00,2.710656642913818359e+00,5.098173522949218750e+01,1.131196141242980957e+00
1.000000000000000000e+00,3.126521825790405273e+00,4.970877456665039062e+01,1.425555109977722168e+00
1.000000000000000000e+00,4.081165313720703125e+00,5.134407424926757812e+01,1.090380787849426270e+00
1.000000000000000000e+00,3.133545875549316406e+00,5.837397766113281250e+01,5.444194674491882324e-01
1.000000000000000000e+00,3.765947103500366211e+00,6.112309265136718750e+01,1.038633346557617188e+00
1.000000000000000000e+00,4.391308784484863281e+00,5.112208557128906250e+01,1.311327219009399414e+00
1.000000000000000000e+00,2.313857078552246094e+00,5.544307708740234375e+01,7.828973531723022461e-01
1.000000000000000000e+00,3.694375991821289062e+00,5.650661468505859375e+01,1.220391511917114258e+00
1.000000000000000000e+00,3.731118440628051758e+00,5.471772384643554688e+01,1.204222440719604492e+00
1.000000000000000000e+00,1.986746549606323242e+00,4.934148406982421875e+01,9.476472139358520508e-01
1.000000000000000000e+00,6.572072982788085938e+00,5.445710754394531250e+01,6.844536066055297852e-01
1.000000000000000000e+00,3.100503444671630859e+00,6.058235168457031250e+01,1.050628900527954102e+00
1.000000000000000000e+00,2.950205802917480469e+00,5.546800613403320312e+01,1.499748826026916504e+00
1.000000000000000000e+00,3.636627435684204102e+00,5.055376434326171875e+01,2.906817793846130371e-01
1.000000000000000000e+00,4.602287292480468750e+00,5.637337493896484375e+01,1.117552399635314941e+00
1.000000000000000000e+00,5.070450782775878906e+00,6.391800689697265625e+01,4.963460564613342285e-01
1.000000000000000000e+00,3.390611171722412109e+00,6.100354766845703125e+01,1.260945558547973633e+00
1.000000000000000000e+00,3.617176055908203125e+00,5.882060241699218750e+01,6.216413974761962891e-01
